gene_id,gene_name,NCBI_Entrez_id,ICGC_0492,ICGC_0491,ICGC_0459,ICGC_0443,ICGC_0498,ICGC_0500,ICGC_0497,ICGC_0501,ICGC_0452,ICGC_0447,ICGC_0441,ICGC_0440,ICGC_0437,ICGC_0438,ICGC_0435,ICGC_0436,ICGC_0434,ICGC_0432,ICGC_0428,ICGC_0425,ICGC_0427
ENSG00000008118,CAMK1G,57172,64,16,31,35,20,117,6,23,5,89,1,162,119,5,7,100,25,91,1,160,143
ENSG00000008128,CDK11A,728642;984,234,252,214,75,272,524,293,321,127,538,318,356,289,325,246,437,411,146,381,332,415
ENSG00000008130,NADK,65220,604,609,494,473,946,1461,806,1010,248,1024,1302,1345,1145,1158,762,1955,896,640,930,749,1537
ENSG00000008196,TFAP2B,7021,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,1,0
ENSG00000008226,DLEC1,9940,6,32,16,1,2,31,3,19,20,82,0,29,15,8,10,32,169,99,215,19,2
ENSG00000008256,CYTH3,9265,226,992,468,234,289,800,534,1806,211,413,405,475,604,538,1451,2888,674,460,754,224,916
ENSG00000008277,ADAM22,53616,691,223,1380,505,1890,870,1073,1808,612,971,984,2018,1841,2445,684,2428,446,1642,638,627,880
ENSG00000008282,SYPL1,6856,1662,666,1832,612,2549,1769,1775,2051,313,1303,3427,3119,2001,4144,2086,4248,621,1857,1311,1006,2921
ENSG00000008283,CYB561,1534,3237,259,1209,2299,2555,4031,4364,2395,659,2609,6195,3337,3994,3437,1796,5797,1883,2767,4190,892,4296
ENSG00000008294,SPAG9,9043,5278,3034,3625,2378,6313,5042,8497,6731,1494,5827,5932,5597,14409,7842,6221,17823,5547,5014,8934,2896,6048
ENSG00000008300,CELSR3,1951,3356,2252,2675,922,3686,5542,1422,1945,451,6628,4893,2468,7500,4829,1239,2605,2907,2081,4593,2235,2670
ENSG00000008311,AASS,10157,221,521,387,178,480,467,739,275,293,828,2427,701,1011,977,349,950,1065,363,931,370,1061
ENSG00000008323,PLEKHG6,55200,353,83,2,109,149,437,301,560,70,533,44,148,218,269,312,1020,1076,392,290,239,91
ENSG00000008324,SS18L2,51188,234,76,491,89,354,160,201,246,20,186,487,383,288,642,222,333,60,150,136,133,377
ENSG00000008382,MPND,84954,159,90,61,191,255,266,279,184,33,356,333,173,292,380,114,447,463,164,262,131,256
ENSG00000008394,MGST1,4257,68,144,75,40,56,1073,25,96,83,345,32,236,267,76,72,276,349,91,206,1025,34
ENSG00000008405,CRY1,1407,524,522,487,351,1157,754,1365,1211,199,1584,1143,1017,1565,2605,1900,3507,480,1533,2007,1054,2855
ENSG00000008438,PGLYRP1,8993,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0
ENSG00000008441,NFIX,4784,71,844,657,35,310,510,326,875,280,283,84,1022,221,295,395,2153,985,330,628,62,48
ENSG00000008513,ST3GAL1,6482,1192,927,4054,902,1188,938,742,776,388,1245,14971,2176,1475,361,852,1953,483,212,263,733,1595
ENSG00000008516,MMP25,64386,9,40,23,5,4,27,6,22,17,11,12,42,37,19,29,55,41,7,5,9,10
ENSG00000008517,IL32,9235,155,151,75,29,47,226,42,249,217,319,51,97,103,95,121,490,198,90,75,60,65
ENSG00000008710,PKD1,101930075;5310,3011,5136,7080,2787,1609,7519,2722,4347,1237,7670,7819,4645,12526,3593,3407,4901,19263,2949,9220,1888,6513
ENSG00000008735,MAPK8IP2,23542,1458,562,1746,1150,1231,3655,1264,1200,158,1920,2620,1014,1724,1380,896,1887,2902,677,1628,1541,3279
ENSG00000008838,MED24,102466757;9862,1271,768,640,479,1581,2167,1097,1072,387,2141,1443,1217,2536,2537,1015,2026,2066,1371,2395,739,1531
ENSG00000008853,RHOBTB2,23221,640,341,221,309,619,880,363,895,104,891,730,617,1394,802,740,1171,974,316,416,359,1415
ENSG00000008869,HEATR5B,54497,1354,861,1119,876,1258,2392,1440,1955,430,2501,3479,2208,2822,3115,2640,3100,1848,1082,1332,1123,2722
ENSG00000008952,SEC62,7095,8211,1820,6105,3943,10076,8473,7850,8542,984,6286,24007,11543,9062,11136,6035,14498,2373,4551,4530,4907,12956
ENSG00000008988,RPS20,26795;6224,10615,2581,8838,8059,7094,17783,9488,8090,2706,9566,24484,21794,18809,15290,11438,16657,11957,8219,8195,12358,20373
ENSG00000009307,CSDE1,7812,13302,5141,11803,7633,12050,18113,10900,14632,2582,14303,28594,31564,13166,29887,18635,27397,5199,7988,7603,9765,33517
ENSG00000009335,UBE3C,9690,2289,1220,3573,1757,3369,3634,2812,2267,676,3499,6639,6797,5439,4322,2920,10132,2530,2461,3868,1850,6497
ENSG00000009413,REV3L,5980,4848,3277,5693,1799,4012,10657,1917,2580,2507,7351,4091,5765,21533,3861,2365,6311,9822,2448,8116,7919,3965
ENSG00000009694,TENM1,10178,434,852,2442,655,1464,1759,916,2488,88,1732,1,111,760,1853,1346,2319,7377,1342,2017,888,1987
ENSG00000009709,PAX7,5081,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000009724,MASP2,10747,6,8,2,0,1,10,3,0,7,16,2,1,37,3,5,3,18,2,34,11,1
ENSG00000009765,IYD,389434,53,47,49,25,27,75,28,25,69,118,31,31,343,34,38,92,187,41,293,170,20
ENSG00000009780,FAM76A,199870,467,209,523,191,738,468,321,367,64,480,496,750,699,1243,483,713,273,240,448,280,984
ENSG00000009790,TRAF3IP3,80342,13,78,38,4,9,34,28,44,131,20,14,45,70,43,37,193,170,8,27,17,15
ENSG00000009830,POMT2,29954,1485,729,377,475,1302,1647,808,904,388,2462,1366,733,3444,2135,458,2401,2043,691,2925,730,739
ENSG00000009844,VTA1,51534,1063,231,963,425,908,873,1047,1372,118,631,1384,2018,1171,1424,1173,2551,287,792,577,733,2270
ENSG00000009950,MLXIPL,51085,2300,4030,90,58,2941,5647,105,209,1402,8248,1851,3448,14378,2758,331,1380,3435,845,11761,3269,40
ENSG00000009954,BAZ1B,9031,3580,2038,4146,2670,6671,6218,6181,3894,1140,6166,9126,7404,7282,9524,5262,14008,7364,4922,7631,3513,10014
ENSG00000010017,RANBP9,10048,1185,593,1754,614,1118,1564,1345,1681,226,918,2277,2513,1656,1587,1813,3440,564,979,1083,947,2890
ENSG00000010030,ETV7,51513,26,10,31,14,11,47,72,150,6,73,5,57,24,97,34,175,122,43,100,36,5
ENSG00000010072,SPRTN,83932,467,172,473,175,332,414,297,447,65,523,734,608,421,1130,232,891,173,261,392,250,740
ENSG00000010165,METTL13,51603,425,187,414,283,748,559,369,533,113,780,661,699,518,1100,356,971,322,338,831,362,825
ENSG00000010219,DYRK4,8798,418,123,277,145,422,499,459,832,58,400,955,508,494,685,265,1200,236,526,356,297,843
ENSG00000010244,ZNF207,7756,5422,2961,3752,2025,4723,8724,4520,5456,1676,9613,6431,5930,12381,6612,5098,8592,7332,4989,9959,4838,5389
ENSG00000010256,UQCRC1,7384,2088,360,1323,1313,2692,1609,1440,1809,273,1731,4606,2978,1966,3475,1045,3002,686,1157,1187,940,5700
ENSG00000010270,STARD3NL,83930,1056,286,990,984,2966,1359,2215,1397,211,1166,4780,4532,2306,3349,2397,2888,1023,1962,1477,1266,4122
ENSG00000010278,CD9,928,640,796,673,794,180,329,3032,4729,176,454,97,549,316,514,3731,7192,265,622,535,172,6110
ENSG00000010282,HHATL,57467,3,5,334,0,0,9,0,2,3,5,0,760,3,0,1,0,0,0,4,11,5
ENSG00000010292,NCAPD2,9918,959,405,910,381,980,1594,567,2655,274,1205,985,1057,1667,1218,764,2955,1019,1086,869,688,1542
ENSG00000010295,IFFO1,25900,308,441,474,184,357,755,164,569,183,755,314,454,1130,458,243,938,1513,278,612,222,397
ENSG00000010310,GIPR,2696,1858,1832,491,586,1091,3234,756,537,823,3652,335,1468,8068,2702,604,1183,3902,882,3581,1358,554
ENSG00000010318,PHF7,51533,153,74,229,71,173,214,58,187,22,297,204,186,347,389,103,117,308,69,101,136,329
ENSG00000010319,SEMA3G,56920,254,396,260,40,125,228,32,693,79,178,186,177,283,173,431,373,1690,125,69,161,209
ENSG00000010322,NISCH,11188,7008,5989,10110,910,12132,4418,1351,2407,648,11656,2341,8151,11652,16401,1552,3522,22671,1898,2815,2221,3886
ENSG00000010327,STAB1,23166,723,1895,788,251,174,946,651,3521,751,585,508,910,2027,704,1830,5620,1132,1185,791,400,609
ENSG00000010361,FUZ,80199,414,91,192,323,311,248,298,242,55,376,830,309,539,848,146,502,314,162,265,91,327
ENSG00000010379,SLC6A13,6540,23,7,3,2,25,6,16,3,3,8,46,5,23,28,6,59,37,29,45,14,4
ENSG00000010404,IDS,3423,14417,4236,15452,6662,30957,27980,22612,23096,2766,16351,16271,20426,27549,29661,17018,46794,17608,20770,27834,12175,23234
ENSG00000010438,PRSS3,5646,655,56,4,3,97,26391,23,633,30351,46844,5,87,256,15,17,243,8,862,132,16,6
ENSG00000010539,ZNF200,7752,282,158,378,164,255,275,216,333,109,325,381,316,616,633,274,712,338,252,442,247,406
ENSG00000010610,CD4,920,395,535,248,60,92,401,256,755,216,279,176,240,351,362,341,2922,477,249,265,165,236
ENSG00000010626,LRRC23,10233,1092,166,147,217,523,526,603,1066,153,593,341,653,1204,537,741,998,1304,811,904,288,658
ENSG00000010671,BTK,695,44,138,57,7,30,82,38,110,58,63,14,55,266,119,45,354,78,34,41,24,28
ENSG00000010704,HFE,3077,74,205,137,31,43,593,122,381,190,238,33,149,534,90,110,1208,550,139,544,329,471
ENSG00000010803,SCMH1,22955,816,454,713,481,1452,1971,913,747,261,1860,1181,1323,1175,1649,1252,1566,1322,688,1001,1035,1799
ENSG00000010810,FYN,2534,983,961,1070,483,872,975,748,2076,400,981,768,1257,1763,947,1953,1236,1046,945,660,683,849
ENSG00000010818,HIVEP2,3097,854,1565,4571,1306,866,2203,1789,3277,425,2035,2288,3539,1783,1044,2262,4459,2556,1803,2459,2807,5292
ENSG00000010932,FMO1,2326,1,22,2,0,3,19,0,35,11,30,0,26,0,3,3,53,14,2,8,1,1
ENSG00000011007,TCEB3,6924,1867,1066,1224,1032,4354,5351,2158,2508,519,5565,3125,2764,2985,11165,2771,4572,2325,1644,2107,2662,4093
ENSG00000011009,LYPLA2,11313,483,185,312,226,987,1055,444,472,77,995,922,775,502,1729,570,922,379,345,441,442,2000
ENSG00000011021,CLCN6,1185,748,614,551,239,956,1260,334,499,238,1473,420,537,1759,1129,597,859,893,297,926,631,761
ENSG00000011028,MRC2,9902,315,1111,271,50,260,704,160,2313,285,271,60,279,252,526,1181,3278,120,389,493,170,81
ENSG00000011052,NME2,654364;4831,1097,564,1211,1627,712,2184,3813,1990,289,1185,7519,2040,1080,2979,2132,5177,862,2361,1621,788,4986
ENSG00000011083,SLC6A7,6534,0,0,2,0,0,0,0,2,0,0,0,0,9,0,3,3,11,4,1,2,0
ENSG00000011105,TSPAN9,10867,398,359,206,79,780,557,240,1641,125,362,303,419,895,434,757,1906,358,464,274,152,334
ENSG00000011114,BTBD7,55727,1724,867,1583,1079,1976,2168,1705,2228,433,2016,2322,1849,3685,2465,1749,3931,1801,1991,2531,1297,1757
ENSG00000011132,APBA3,9546,290,220,179,244,328,519,283,264,97,468,589,246,805,576,270,544,500,373,851,243,378
ENSG00000011143,MKS1,54903,422,204,253,202,265,513,329,619,97,490,616,370,610,488,351,556,538,326,651,234,618
ENSG00000011198,ABHD5,51099,289,116,234,107,402,323,216,368,46,267,642,435,429,457,281,447,122,228,211,242,425
ENSG00000011201,KAL1,3730,116,376,163,20,88,275,234,721,57,99,27,238,179,167,540,4730,329,193,150,218,147
ENSG00000011243,AKAP8L,26993,1447,1302,2599,1200,1539,2523,1035,1057,527,2811,2110,1793,4497,3053,962,2141,2635,1375,3201,964,1693
ENSG00000011258,MBTD1,54799,977,415,655,446,774,1392,751,1435,247,1493,960,1033,1519,1462,1064,1761,904,881,1208,904,925
ENSG00000011260,UTP18,51096,1204,291,601,482,1091,821,1635,1159,151,801,2465,2056,1329,2076,950,2297,652,993,1426,614,2332
ENSG00000011275,RNF216,54476,1635,1025,1431,1161,2616,2774,2835,1747,640,2593,5131,2602,4253,3037,2202,6165,3099,2180,3466,1278,4217
ENSG00000011295,TTC19,54902,2450,478,1065,1173,4062,1641,2399,3957,416,1724,8223,3292,4013,3299,3035,3168,1076,2493,3360,1097,4962
ENSG00000011304,PTBP1,100616459;5725,3363,1936,3000,1935,3856,4967,2237,3102,663,4593,6237,3729,5285,6074,2438,6495,5258,2640,4020,2190,3863
ENSG00000011332,DPF1,8193,97,21,21,12,95,9,5,114,9,37,24,15,61,113,23,56,4,53,14,8,36
ENSG00000011347,SYT7,9066,6853,2186,6549,2391,7814,6152,3734,4377,993,6606,1651,15002,9971,7312,9087,9999,9034,8090,9899,2850,703
ENSG00000011376,LARS2,23395,990,286,623,347,907,1109,697,729,127,1030,1256,746,1170,1615,435,1756,656,604,601,521,1508
ENSG00000011405,PIK3C2A,5286,2506,2381,2598,982,2915,3083,3289,4142,960,2441,2800,4637,6179,3290,4124,6944,2089,2637,3532,1826,2812
ENSG00000011422,PLAUR,5329,111,218,98,24,59,46,216,349,31,34,20,270,228,96,332,691,93,137,92,53,40
ENSG00000011426,ANLN,54443,83,32,32,8,226,21,340,467,35,27,372,98,288,49,604,957,59,559,398,23,631
ENSG00000011451,WIZ,58525,741,649,556,412,812,1501,710,573,246,1433,1693,362,1688,1626,578,1756,1405,927,1568,696,408
ENSG00000011454,RABGAP1,23637,3560,1171,3244,893,1623,3166,2954,2401,632,2654,4996,3167,4856,4921,2929,6073,1849,2196,4132,1504,4084
ENSG00000011465,DCN,1634,1421,20110,700,423,1149,7751,1126,30586,2186,3433,315,8548,1880,4971,10630,53289,4399,2827,1919,2012,471
ENSG00000011478,QPCTL,54814,139,111,110,207,96,290,317,235,143,237,1049,70,615,269,232,410,318,333,760,183,343
ENSG00000011485,PPP5C,5536,2170,853,1129,1316,1900,1868,2778,1886,282,1741,3434,1740,2616,3908,3731,4052,1630,1879,2743,989,4011
ENSG00000011523,CEP68,23177,1231,808,1292,775,1636,1393,739,1760,315,1731,1147,1884,2136,3142,1840,2391,1759,783,1158,792,1563
ENSG00000011566,MAP4K3,8491,1615,905,2073,750,1333,2272,1421,1759,469,2485,1873,2759,3491,5558,2926,3393,1640,1051,1684,1493,2524
ENSG00000011590,ZBTB32,27033,3,7,3,0,0,0,0,3,2,2,1,0,4,1,1,4,2,2,1,0,0
ENSG00000011600,TYROBP,7305,142,87,127,39,32,96,196,326,43,74,52,138,86,104,186,1269,79,97,71,53,107
ENSG00000011638,TMEM159,57146,61,223,3537,136,123,271,163,376,55,231,215,170,173,412,203,926,330,102,209,87,292
ENSG00000011677,GABRA3,2556,0,0,5,0,9,0,8,1,0,0,0,23,0,3,0,141,0,4,2,53,0
ENSG00000012048,BRCA1,672,365,147,194,137,366,307,381,1002,151,314,412,1048,936,658,653,1246,793,521,508,208,665
ENSG00000012061,ERCC1,2067,1020,472,717,1082,919,1342,1993,863,270,1155,4674,1161,1569,2043,1313,1953,867,1039,1398,675,2088
ENSG00000012124,CD22,933,52,199,54,2,23,33,6,11,138,26,11,30,167,68,21,60,145,8,62,48,32
ENSG00000012171,SEMA3B,102465526;7869,22,156,27,33,25,206,18,137,89,181,179,61,419,34,40,114,50,15,144,31,13
ENSG00000012174,MBTPS2,51360,1239,282,605,846,2301,2336,1655,2058,264,2037,3265,1405,1983,2874,1657,4918,986,1864,2601,937,2119
ENSG00000012211,PRICKLE3,4007,41,75,56,33,103,124,79,123,31,142,133,94,187,158,93,278,267,97,196,63,46
ENSG00000012223,LTF,4057,39,38,21,4,9,97,63,39,150,148,6,210,25,65,20,268,42,11,5,8,33
ENSG00000012232,EXTL3,2137,2356,940,1431,827,3071,3437,902,1237,389,2230,1888,1716,4413,2281,1423,2487,2251,906,2266,1409,4755
ENSG00000012504,NR1H4,9971,4,7,0,25,3,35,885,21,8,17,3,53,24,21,4,57,4,52,10,10,316
ENSG00000012660,ELOVL5,60481,1466,818,4152,3116,2641,2789,4308,2497,263,1517,8734,3339,2453,1985,2048,5908,743,1596,1463,1888,11379
ENSG00000012779,ALOX5,240,54,231,104,15,39,182,102,666,114,104,21,356,290,217,183,770,146,57,92,65,83
ENSG00000012817,KDM5D,8284,160,1977,199,1,5,8,37,2451,809,2,1,6,3,234,2031,736,2494,153,340,1884,2568
ENSG00000012822,CALCOCO1,57658,2358,1322,1870,846,1638,2871,2421,3013,631,2176,3891,1933,3928,2648,1691,4333,2458,1399,2808,1460,2557
ENSG00000012963,UBR7,55148,1213,292,781,848,1672,978,2333,2453,217,1092,2341,1634,1826,2708,1364,5488,802,1443,1561,621,1871
ENSG00000012983,MAP4K5,11183,1495,983,1657,1328,1921,2520,2311,2793,467,1832,2478,1863,3238,2821,2055,5043,2448,1484,2925,1482,2224
ENSG00000013016,EHD3,30845,330,320,236,226,151,732,432,594,77,449,1167,652,325,540,544,1120,525,257,448,347,942
ENSG00000013275,PSMC4,5704,1610,387,787,1167,1792,1245,2479,1162,168,1385,3409,1842,1903,4186,1433,4273,801,1662,1899,823,2704
ENSG00000013288,MAN2B2,23324,3047,973,3354,3060,5253,4472,3798,3373,388,4694,2603,2393,4240,4530,2348,7006,4094,4197,3062,1721,12626
ENSG00000013293,SLC7A14,57709,5587,336,11,830,8789,2970,1427,2903,149,5654,734,429,5418,14580,1701,7473,252,2543,2968,2399,2497
ENSG00000013297,CLDN11,5010,252,113,44,22,112,66,47,287,132,155,28,87,223,267,367,601,65,255,163,88,31
ENSG00000013306,SLC25A39,51629,956,531,495,890,1853,1676,2566,1283,338,1951,4369,1320,1772,1819,841,3105,1245,1537,2362,691,3497
ENSG00000013364,MVP,9961,888,1044,1349,506,641,1805,724,1827,416,1534,1256,2133,1942,1709,1185,3796,2067,971,911,1068,1415
ENSG00000013374,NUB1,51667,1440,699,1590,1253,2281,1750,2659,1731,506,2151,5500,4572,2700,4083,2048,7048,2416,1804,2831,1201,5845
ENSG00000013375,PGM3,5238,925,483,1775,793,681,2432,1747,2395,331,1129,3350,2360,1636,960,1862,2780,629,1488,2139,1322,2383
ENSG00000013392,RWDD2A,112611,227,49,271,237,125,333,295,338,37,127,835,459,310,198,210,518,165,203,295,126,600
ENSG00000013441,CLK1,1195,2866,2356,2485,930,1659,5483,1953,3315,1040,6015,3294,3426,5859,4176,5311,3574,3639,1757,3171,3097,3411
ENSG00000013503,POLR3B,55703,661,182,463,189,863,644,692,745,146,689,916,687,1531,1253,393,1859,272,454,710,388,772
ENSG00000013523,ANGEL1,23357,1798,785,1736,2323,3345,4491,2220,1498,694,4238,4226,2531,4687,5050,697,4135,1687,1756,4074,1483,3483
ENSG00000013561,RNF14,9604,3129,566,2256,1824,3176,2540,3025,2938,419,2134,4305,5764,4380,5777,2618,6010,1252,2199,3039,1430,6232
ENSG00000013563,DNASE1L1,1774,420,221,400,322,860,830,946,930,150,737,1450,789,536,913,439,1144,824,630,632,308,1785
ENSG00000013573,DDX11,1663,407,333,266,87,476,254,123,730,222,575,514,421,1106,374,252,277,854,237,596,360,407
ENSG00000013583,HEBP1,50865,265,116,178,56,124,391,165,264,100,242,367,320,312,303,311,750,311,245,198,94,168
ENSG00000013588,GPRC5A,9052,27,226,32,10,26,71,21,156,61,43,48,187,94,52,276,284,56,55,77,59,19
ENSG00000013619,MAMLD1,10046,2337,633,98,312,5781,1900,438,417,334,3563,688,53,5039,3838,558,1732,1402,1389,3293,589,269
ENSG00000013725,CD6,923,12,41,10,3,8,28,18,105,96,45,4,47,64,17,61,121,132,16,91,24,7
ENSG00000013810,TACC3,10460,109,80,89,25,163,74,166,348,80,70,110,171,325,85,206,476,133,330,415,40,377
ENSG00000014123,UFL1,23376,2128,631,2421,1192,1985,3218,3008,3877,467,1800,6013,4248,2522,3023,2318,5484,859,1926,2486,2074,6460
ENSG00000014138,POLA2,23649,240,143,175,87,170,302,180,260,172,323,162,273,1019,252,166,492,449,199,961,234,197
ENSG00000014164,ZC3H3,23144,256,265,238,155,296,539,131,182,74,593,312,308,1679,421,195,340,858,169,348,243,168
ENSG00000014216,CAPN1,823,935,527,893,909,1309,1695,1229,1837,336,1666,1164,1568,1582,1476,1108,2857,1962,785,1210,584,879
ENSG00000014257,ACPP,55,17,15,51,2,18,36,8,27,58,27,7,964,17,41,14,92,33466,11,9,8,6
ENSG00000014641,MDH1,4190,3347,428,2943,1812,4683,2274,4224,2746,355,2080,12081,6650,2558,10079,3387,5426,794,2032,2156,1263,10638
ENSG00000014824,SLC30A9,10463,5028,694,4783,2715,5134,3583,6879,5855,480,3167,11571,7987,5123,6679,4842,9505,1391,3800,4530,2167,13358
ENSG00000014914,MTMR11,10903,488,398,49,533,588,1628,868,917,113,1344,531,874,1109,1706,632,929,394,351,694,693,2508
ENSG00000014919,COX15,1355,864,298,1522,592,1006,1483,954,1589,204,1403,3174,2076,1439,2119,846,2033,610,815,847,502,2278
ENSG00000015133,CCDC88C,440193,1195,184,83,45,65,207,70,166,245,208,147,96,3199,261,86,360,304,160,128,71,31
ENSG00000015153,YAF2,10138,1020,569,953,277,1110,1105,744,1059,333,1219,588,1291,3170,1329,954,1924,897,744,1653,1037,807
ENSG00000015171,ZMYND11,10771,4483,1355,4557,1734,3470,4851,2656,4268,517,4580,5336,7577,4607,7154,4550,6579,1506,2370,2651,2758,8686
ENSG00000015285,WAS,7454,31,67,26,3,11,56,17,71,54,43,25,37,94,48,58,218,93,19,26,19,16
ENSG00000015413,DPEP1,1800,442,486,8,15,103,731,43,176,518,1019,2,180,52,304,18,1080,1898,73,27,2,345
ENSG00000015475,BID,637,909,169,121,115,555,658,302,373,81,585,319,208,679,1261,617,1583,275,341,544,381,309
ENSG00000015479,MATR3,724102;9782,20932,4219,12439,6671,17400,13342,18852,19570,2763,14237,25129,25265,23872,36744,13120,35990,7946,10810,16892,9501,33348
ENSG00000015520,NPC1L1,29881,25,152,2,0,2519,115,0,1282,90,417,3,23,2005,69,440,2243,8,827,578,47,19
ENSG00000015532,XYLT2,64132,549,280,127,313,818,1183,818,1753,170,1349,605,412,974,1064,544,1572,877,531,824,529,599
ENSG00000015568,RGPD5,729540;727851;653489;285190;84220,1828,3066,865,1007,3623,7282,1095,497,698,5775,2254,1077,6066,1382,2595,1548,7884,753,6373,2239,406
ENSG00000015592,STMN4,81551,13,2,0,42,32,1,37,238,3,20,0,1,71,266,607,108,0,59,46,0,0
ENSG00000015676,NUDCD3,23386,1063,800,1653,1109,1967,2204,3047,2213,426,2249,6076,3429,2826,3089,2456,6561,2800,2103,2666,881,5268
ENSG00000016082,ISL1,3670,4266,386,1372,4093,2831,2384,1976,1844,113,1708,1386,4630,2996,11104,987,11171,1583,1772,1917,625,1437
ENSG00000016391,CHDH,55349,1564,461,79,486,2166,2498,384,919,125,2368,2308,390,3138,2134,623,1136,1061,232,551,1024,143
ENSG00000016402,IL20RA,53832,473,28,1457,214,13,397,252,114,64,224,1251,1697,71,169,149,796,317,103,248,197,204
ENSG00000016490,CLCA1,1179,18,0,0,1,76,3,1,7,0,11,0,18,0,366,26,4,9,5,0,1,0
ENSG00000016602,CLCA4,22802,1,1,0,0,3,6,3,1,0,3,0,4,0,1,0,0,6,1,2,2,1
ENSG00000016864,GLT8D1,55830,2226,388,1631,1154,2603,2272,2052,2158,159,1391,6704,2925,3859,4172,1622,3595,729,1308,1466,1193,7809
ENSG00000017260,ATP2C1,27032,3743,951,4658,1795,7702,4332,2967,4754,534,4891,5942,8098,5286,10518,3149,9390,2312,3179,2966,2535,5410
ENSG00000017373,SRCIN1,101929513;80725,1152,428,98,207,894,798,623,708,278,1467,200,1066,817,775,626,1131,2637,780,2063,287,1072
ENSG00000017427,IGF1,3479,60,572,42,29,34,294,19,1091,289,167,33,262,130,86,546,896,126,45,137,44,136
ENSG00000017483,SLC38A5,92745,1,2,3,1,5,269,7,30,188,460,8,5,3,10,15,19,9,1,14,1,4
ENSG00000017621,MAGIX,79917,106,52,54,28,283,419,76,222,63,199,359,115,270,105,124,160,234,158,263,173,138
ENSG00000017797,RALBP1,10928,1543,648,1155,64,2911,1335,128,5166,301,1757,3023,3544,2294,2641,949,6916,803,1559,1848,1151,5090
ENSG00000018189,RUFY3,22902,11549,2063,5582,2265,11109,5100,4198,4209,756,7616,1824,5700,16570,19820,7739,8903,2903,3197,9732,2631,4684
ENSG00000018236,CNTN1,1272,8182,1122,16945,19977,26429,17028,36238,27817,1379,11789,39733,15743,9577,35859,13669,13587,2137,11355,15866,8653,46457
ENSG00000018280,SLC11A1,6556,88,220,146,37,17,119,137,241,73,157,61,171,485,64,237,115,195,119,295,130,91
ENSG00000018408,WWTR1,25937,1091,1817,1009,257,834,1422,382,3049,548,1222,1742,1001,1277,897,5594,4310,573,2031,714,875,596
ENSG00000018510,AGPS,8540,1065,668,926,630,1195,1625,1176,2109,308,1480,2308,2416,1910,2926,1801,3432,720,801,1047,1124,2540
ENSG00000018607,ZNF806,NA,3,12,0,0,7,12,0,0,1,9,2,0,0,0,2,2,0,0,0,3,1
ENSG00000018610,CXorf56,63932,861,256,533,298,1085,717,1251,1376,252,904,920,816,1630,1696,966,2089,642,812,1474,635,1124
ENSG00000018625,ATP1A2,477,82,174,110,23,6,111,6,230,36,41,26,136,55,24,207,68,41,14,74,45,110
ENSG00000018699,TTC27,55622,542,196,251,164,295,593,249,471,88,654,845,831,731,858,644,725,331,263,425,348,895
ENSG00000018869,ZNF582,147948,515,42,177,123,157,230,386,180,38,234,444,416,374,253,182,1084,154,264,369,116,316
ENSG00000019102,VSIG2,23584,0,16,9,1,0,6,0,3,2,6,9,9,12,8,6,16,0,2,2,2,0
ENSG00000019144,PHLDB1,102466719;23187,983,2395,645,245,567,1495,293,2843,766,1087,188,868,2518,993,2322,4933,1220,872,2035,573,456
ENSG00000019169,MARCO,8685,86,1,3,0,7,33,60,0,0,7,0,58,0,3,0,7,4,1,12,0,5
ENSG00000019186,CYP24A1,1591,4,0,1,6,0,2,122,10,0,0,0,0,12,92,0,356,0,0,2,0,0
ENSG00000019485,PRDM11,101060179;56981,125,122,119,61,81,154,110,161,33,132,107,166,192,116,77,185,233,78,106,87,113
